Judge,Offense,AverageIncarcerationYear,TotalCasesYear,TotalIncarcerationYears,MaxSentenceYear,MinSentenceYear,StdDevSentenceYear,MedianSentenceYear,ModeSentenceYear,AverageProbationMonth,TotalProbationMonthInstances,TotalIncarcerationMonth,MaxProbationMonth,MinProbationMonth,StdDevProbationMonth,MedianProbationMonth,ModeProbationMonth,County,Judgeid
ANTHONY F PICHECA JR,RESIST ARR/ELUD-MV OP- RISK OF,2920,4,11680,5475,1825,1737.74758427876,2190,1825,0,4,0,0,0,0,0,0,SOM,
ANTHONY F PICHECA JR,RESIST ARR/ELUD-PREVENTS OFFIC,48,1,48,48,48,,48,48,0,1,0,0,0,,0,0,SOM,
ANTHONY F PICHECA JR,RESIST ARR/ELUD-USE/THREATEN F,410,4,1640,1460,0,705.124102552168,90,0,6,4,24,12,0,6.92820323027551,6,0,SOM,
ANTHONY F PICHECA JR,RESISTING ARREST-PURPOSELY,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,SOM,
ANTHONY F PICHECA JR,ROBBERY-THREAT OR FEAR OF BI -,3650,1,3650,3650,3650,,3650,3650,0,1,0,0,0,,0,0,SOM,
ANTHONY F PICHECA JR,SEXUAL ASSAULT-FORCE/COERCION,2190,2,4380,2555,1825,516.18795026618,2190,1825,0,2,0,0,0,0,0,0,SOM,
ANTHONY F PICHECA JR,SEXUAL ASSAULT-VIC < 13 & DEF,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,SOM,
ANTHONY F PICHECA JR,SEXUAL ASSAULT-VICTIM 13-15 Y/,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,SOM,
ANTHONY F PICHECA JR,SHOPLIFTING-CONCEAL MERCH-RETA,0,1,0,0,0,,0,0,6,1,6,6,6,,6,6,SOM,
ANTHONY F PICHECA JR,SHOPLIFTING-REM/ALTER TAG/BUY,365,1,365,365,365,,365,365,0,1,0,0,0,,0,0,SOM,
ANTHONY F PICHECA JR,SHOPLIFTING-TAKE MERCH W/O PAY,287.454545454545,11,3162,1095,0,413.260054599126,90,0,20.7272727272727,11,228,48,0,14.2904927073275,24,24,SOM,
ANTHONY F PICHECA JR,SHOPLIFTING-TAKE MERCH W/OUT P,90,9,810,540,0,190.918830920368,0,0,7.77777777777778,9,70,12,0,5.86893895388634,12,12,SOM,
ANTHONY F PICHECA JR,SIMPLE ASSAULT-PURPOSELY/KNOWI,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,SOM,
ANTHONY F PICHECA JR,SPECIAL SENTENCE PSL/CSL - VIO,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,SOM,
ANTHONY F PICHECA JR,THEFT,264,1,264,264,264,,264,264,24,1,24,24,24,,24,24,SOM,
ANTHONY F PICHECA JR,THEFT BY DECEPTION-VALUE $200-,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
ANTHONY F PICHECA JR,THEFT BY DECEPTION-VALUE $500-,18,5,90,90,0,40.2492235949962,0,0,31.2,5,156,36,24,6.57267069006199,36,36,SOM,
ANTHONY F PICHECA JR,THEFT BY DECEPTION-VALUE LESS,0,5,0,0,0,0,0,0,12.8,5,64,36,0,13.9713993572584,12,12,SOM,
ANTHONY F PICHECA JR,THEFT BY UNLAWFL TAKNG-MOVABLE,257.470588235294,17,4377,1095,0,423.350788006686,0,0,21.1764705882353,17,360,60,0,23.054921638659,12,0,SOM,
ANTHONY F PICHECA JR,THEFT BY UNLAWFL TAKNG-VALUE L,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,SOM,
ANTHONY F PICHECA JR,THEFT BY UNLAWFUL TAKNG-MOVABL,0,3,0,0,0,0,0,0,4,3,12,12,0,6.92820323027551,0,0,SOM,
ANTHONY F PICHECA JR,THROWING BODILY FLUID AT LAW E,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
ANTHONY F PICHECA JR,UNLAWFUL POSS WEAPON - HANDGUN,219,1,219,219,219,,219,219,24,1,24,24,24,,24,24,SOM,
ANTHONY F PICHECA JR,UNLAWFUL POSS WEAPON-HANDGUNS,1277.16666666667,6,7663,2190,364,791.762443329227,1460,364,4,6,24,24,0,9.79795897113271,0,0,SOM,
ANTHONY F PICHECA JR,USE/POSS W/INTENT TO USE DRUG,0,2,0,0,0,0,0,0,6,2,12,12,0,8.48528137423857,6,0,SOM,
ANTHONY F PICHECA JR,VEHICULAR HOMICIDE-DWI/REFUSAL,5475,1,5475,5475,5475,,5475,5475,0,1,0,0,0,,0,0,SOM,
ANTHONY F PICHECA JR,WANDERING/PROWLING TO OBTAIN/S,0,6,0,0,0,0,0,0,8,6,48,24,0,9.79795897113271,6,0,SOM,
ANTHONY MASSI,AGG ASSAULT - ON DOMESTIC VIOL,547.5,2,1095,1095,0,774.28192539927,547.5,0,18,2,36,36,0,25.4558441227157,18,0,MER,
ANTHONY MASSI,AGG ASSAULT - STRANGLE DOMESTI,138,1,138,138,138,,138,138,0,1,0,0,0,,0,0,MER,
ANTHONY MASSI,AGG ASSAULT W/ FIREARM,540,2,1080,540,540,0,540,540,0,2,0,0,0,0,0,0,MER,
ANTHONY MASSI,AGG ASSAULT-ATTEMPT/CAUSE SBI,1413.5,2,2827,2555,272,1614.32478144889,1413.5,272,12,2,24,24,0,16.9705627484771,12,0,MER,
ANTHONY MASSI,AGG ASSAULT-ATTEMPT/CAUSE SIGN,163,2,326,326,0,230.516810666815,163,0,12,2,24,24,0,16.9705627484771,12,0,MER,
ANTHONY MASSI,BURGLARY-ENTERING STRUCTURE ET,803,5,4015,1825,0,791.301143686776,1095,0,9.6,5,48,24,0,13.145341380124,0,0,MER,
ANTHONY MASSI,CDS - MANU/DIST/PWID - HEROIN/,1520.83333333333,6,9125,3650,0,1373.81009119407,1825,1825,8,6,48,24,0,12.3935467078637,0,0,MER,
ANTHONY MASSI,CDS/ANALOG - DISTRIBUTE ON/NEA,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,MER,
ANTHONY MASSI,CERT PERSON NOT TO HAVE WEAP P,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,MER,
ANTHONY MASSI,CERTAIN PERSONS NOT TO HAVE WE,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MER,
ANTHONY MASSI,CONTEMPT - VIOLATE DOMESTIC VI,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MER,
ANTHONY MASSI,CONTEMPT-VIOLATE JUDICIAL/REST,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MER,
ANTHONY MASSI,CREDIT CARD CRIME-CRED CARD TH,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MER,
ANTHONY MASSI,CRIMINAL ATTEMPT - PURPOSELY E,1581.66666666667,3,4745,2190,1095,557.546709552961,1460,1095,0,3,0,0,0,0,0,0,MER,
ANTHONY MASSI,CRIMINAL MISCHIEF-DAMAGE PROPE,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MER,
ANTHONY MASSI,CRIMINAL MISCHIEF-ENDANGER-MOR,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,MER,
ANTHONY MASSI,CRUELTY & NEGLECT OF CHILDREN,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MER,
ANTHONY MASSI,CRUELTY TO ANIMALS-BOD INJ-FAI,0,1,0,0,0,,0,0,18,1,18,18,18,,18,18,MER,
ANTHONY MASSI,ENDANGERING-ABUSE/NEGLECT OF A,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,MER,
ANTHONY MASSI,ENDANGERING-SEXUAL CONDUCT WIT,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,MER,
ANTHONY MASSI,MANUF/DISTR CDS OR INTENT TO M,912.5,4,3650,1825,0,1053.66424127107,912.5,0,15,4,60,36,0,18,12,0,MER,
ANTHONY MASSI,POSS CDS/ANALOG - SCHD I II II,0,2,0,0,0,0,0,0,30,2,60,36,24,8.48528137423857,30,24,MER,
ANTHONY MASSI,REG OF SEX OFF-NOTICE OF CHANG,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,MER,
ANTHONY MASSI,ROBBERY-INFLICTS BI OR USES FO,1215,1,1215,1215,1215,,1215,1215,0,1,0,0,0,,0,0,MER,
ANTHONY MASSI,SEXUAL ASSAULT-VIC < 13 & DEF,1915,2,3830,2555,1275,905.096679918781,1915,1275,0,2,0,0,0,0,0,0,MER,
ANTHONY MASSI,SIMPLE ASSAULT-PURPOSELY/KNOWI,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MER,
ANTHONY MASSI,TERRORISTIC THREATS-THREAT TO,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,MER,
ANTHONY MASSI,THEFT BY DECEPTION-VALUE $500-,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,MER,
ANTHONY MASSI,THEFT BY UNLAWFL TAKNG-MOVABLE,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MER,
ANTHONY MASSI,UNLAWFUL POSS WEAP - RIFLES/SH,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,MER,
ANTHONY MASSI,UNLAWFUL POSS WEAPON - HANDGUN,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MER,
ANTHONY MASSI,UNLAWFUL POSS WEAPON-HANDGUNS,1825,6,10950,1825,1825,0,1825,1825,0,6,0,0,0,0,0,0,MER,
ANTHONY MASSI,UNLAWFUL POSSESSION OF WEAPONS,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MER,
ANTHONY MASSI,WITNESS TAMPERING-TO CAUSE FLS,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,MER,
ARTHUR J BATISTA,AGG ASSAULT - STRANGLE DOMESTI,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,ESX,
ARTHUR J BATISTA,AGG ASSAULT-ATTEMPT/CAUSE BI W,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,AGG ASSAULT-ATTEMPT/CAUSE SBI,4927.5,2,9855,7300,2555,3355.22167673017,4927.5,2555,0,2,0,0,0,0,0,0,ESX,
ARTHUR J BATISTA,AGG ASSAULT-ATTEMPT/CAUSE SIGN,438,5,2190,1095,0,599.756200468157,0,0,24,5,120,60,0,25.4558441227157,24,0,ESX,
ARTHUR J BATISTA,ASSAULT BY AUTO/VESSEL SBI VIO,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,ESX,
ARTHUR J BATISTA,BURGLARY-ENTERING STRUCTURE ET,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,BURGLARY-NO BI AND/OR UNARMED,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,BURGLARY-REMAIN IN STRUCTURE E,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,CDS/ANALOG - DISTRIBUTE ON/NEA,607.666666666667,3,1823,1095,364,422.043046777616,364,364,16,3,48,24,0,13.856406460551,24,24,ESX,
ARTHUR J BATISTA,CONSPIRACY,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,CONSPIRACY - AGREE/ENGAGE IN C,577.833333333333,12,6934,1825,0,815.570055330329,0,0,20,12,240,48,0,17.2257735015666,24,24,ESX,
ARTHUR J BATISTA,CONTEMPT - VIOLATE DV ORDER BY,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,CORP MISCONDUCT-MAKE DIVIDND W,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,ESX,
ARTHUR J BATISTA,DISORDERLY CONDUCT-IMPROP BEHA,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,INSURANCE FRAUD-FALSE CLAIM ET,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,ESX,
ARTHUR J BATISTA,MAINTAIN NUISANCE-MAINT PLACE,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ESX,
ARTHUR J BATISTA,MANUF/DISTR CDS OR INTENT TO M,730,7,5110,2190,0,965.699228538576,0,0,13.7142857142857,7,96,36,0,14.5798295110549,12,0,ESX,
ARTHUR J BATISTA,MFD/D/D HEROIN/COKE >=5OZ 1ST,2555,1,2555,2555,2555,,2555,2555,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,OBSTRUCT ADMIN OF LAW-OBSTRUCT,0,3,0,0,0,0,0,0,4,3,12,12,0,6.92820323027551,0,0,ESX,
ARTHUR J BATISTA,OBTAINING CDS/ANALOG BY FRAUD/,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,POSS CDS-FAILS TO GIVE CDS TO,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,POSS CDS/ANALOG - SCHD I II II,273.75,4,1095,1095,0,547.5,0,0,21,4,84,36,0,15.0996688705415,24,24,ESX,
ARTHUR J BATISTA,POSS OF WEAPON FOR UNLAWFUL PU,1277.5,2,2555,2555,0,1806.65782593163,1277.5,0,18,2,36,36,0,25.4558441227157,18,0,ESX,
ARTHUR J BATISTA,POSS/DIST WITHIN 500 FT CERTAI,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,ESX,
ARTHUR J BATISTA,RECEIVING STOLEN PROPERTY-KNOW,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,ESX,
ARTHUR J BATISTA,RECEIVING STOLEN PROPERTY-VAL,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,RECEIVING STOLEN PROPERTY-VALU,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,RECEIVNG STOLEN PROP-KNOW PROP,584,5,2920,1460,0,799.674933957543,0,0,16.8,5,84,36,0,16.0996894379985,24,0,ESX,
ARTHUR J BATISTA,RESIST ARR/ELUD-AFTER INSTRUCT,0,4,0,0,0,0,0,0,24,4,96,36,12,9.79795897113271,24,24,ESX,
ARTHUR J BATISTA,RESIST ARR/ELUD-MV OP- RISK OF,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,ROBBERY-THREAT OR COMMITS - AR,2555,1,2555,2555,2555,,2555,2555,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,SIMPLE ASSAULT-BODILY INJURY/P,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,SIMPLE ASSAULT-PURPOSELY/KNOWI,0,3,0,0,0,0,0,0,8,3,24,12,0,6.92820323027551,12,12,ESX,
ARTHUR J BATISTA,SIMPLE ASSAULT-THREAT OF SBI B,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,ESX,
ARTHUR J BATISTA,SPECIAL SENTENCE PSL/CSL - VIO,301.333333333333,3,904,540,0,275.400314693599,364,0,0,3,0,0,0,0,0,0,ESX,
ARTHUR J BATISTA,TAMPER W/PUB RECS-FALSE ENTRY,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,ESX,
ARTHUR J BATISTA,THEFT BY DECEPTION-FALSE IMPR-,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,THEFT BY DECEPTION-VALUE $500-,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,ESX,
ARTHUR J BATISTA,THEFT BY UNLAWFL TAKNG-MOVABLE,312.857142857143,7,2190,1095,0,534.305289939322,0,0,18.8571428571429,7,132,36,0,13.6067210283322,24,24,ESX,
ARTHUR J BATISTA,THEFT BY UNLAWFUL TAKNG-MOVABL,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,UNLAW TAKING MEANS CONVEYANCE-,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,ESX,
ARTHUR J BATISTA,UNLAWFUL POSS WEAPON-HANDGUNS,602.5,6,3615,1260,0,662.74995284798,547.5,0,16,6,96,36,0,18.0665436650179,12,0,ESX,
ARTHUR J BATISTA,UNLAWFUL POSSESSION OF WEAPONS,1460,2,2920,1825,1095,516.18795026618,1460,1095,0,2,0,0,0,0,0,0,ESX,
ARTHUR J BATISTA,USE/POSS W/INTENT TO USE DRUG,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ARTHUR J BATISTA,VIOLATION OF FIREARMS REGULATI,0,3,0,0,0,0,0,0,16,3,48,24,0,13.856406460551,24,24,ESX,
ARTHUR J BATISTA,WANDERING/PROWLING TO OBTAIN/S,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,ESX,
ARTHUR J BATISTA,WITNESS TAMPERING-TO CAUSE FLS,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,ESX,
BARBARA J BUONO STANTON,ABUSE/ABANDONMENT/CRUELTY & NE,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,PAS,
BARBARA J BUONO STANTON,AGG ASSAULT W/ FIREARM,968.333333333333,3,2905,1825,540,741.895095908669,540,540,0,3,0,0,0,0,0,0,PAS,
BARBARA J BUONO STANTON,AGG ASSAULT-ATTEMPT/CAUSE BI W,973.333333333333,3,2920,1825,0,918.563189624608,1095,0,4,3,12,12,0,6.92820323027551,0,0,PAS,
BARBARA J BUONO STANTON,AGG ASSAULT-ATTEMPT/CAUSE SBI,1825,2,3650,2190,1460,516.18795026618,1825,1460,0,2,0,0,0,0,0,0,PAS,
BARBARA J BUONO STANTON,AGG ASSAULT-ATTEMPT/CAUSE SIGN,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,PAS,
BARBARA J BUONO STANTON,AGG ASSAULT-CAUSE INJURY WITH,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,PAS,
BARBARA J BUONO STANTON,AGG ASSAULT-ON LAW ENFORCEMENT,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,PAS,
BARBARA J BUONO STANTON,ASSAULT BY AUTO/VESSEL-BI WHIL,0,1,0,0,0,,0,0,48,1,48,48,48,,48,48,PAS,
BARBARA J BUONO STANTON,BURGLARY-ENTERING STRUCTURE ET,364.6,10,3646,1095,0,421.46601286462,364,0,16.8,10,168,24,0,11.5931013969516,24,24,PAS,
BARBARA J BUONO STANTON,CDS - MANU/DIST/PWID - HEROIN/,1460,2,2920,1825,1095,516.18795026618,1460,1095,0,2,0,0,0,0,0,0,PAS,
BARBARA J BUONO STANTON,CDS/ANALOG - DISTRIBUTE ON/NEA,707.125,16,11314,1825,0,723.539160423724,729.5,0,7.5,16,120,24,0,8.62554346113913,3,0,PAS,
BARBARA J BUONO STANTON,CONSPIRACY - AGREE/ENGAGE IN C,657,5,3285,1095,0,599.756200468157,1095,1095,4.8,5,24,12,0,6.57267069006199,0,0,PAS,
BARBARA J BUONO STANTON,CRIMINAL ATTEMPT,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,PAS,
BARBARA J BUONO STANTON,CRIMINAL ATTEMPT - PURPOSELY E,0,3,0,0,0,0,0,0,30,3,90,36,18,10.3923048454133,36,36,PAS,
BARBARA J BUONO STANTON,CRIMINAL MISCHIEF-DAMAGE PROPE,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,PAS,
BARBARA J BUONO STANTON,CRIMINAL SEXUAL CONTACT,540,2,1080,540,540,0,540,540,0,2,0,0,0,0,0,0,PAS,
BARBARA J BUONO STANTON,CRIMINAL TRESPASS-RESEARCH FAC,364,1,364,364,364,,364,364,0,1,0,0,0,,0,0,PAS,
BARBARA J BUONO STANTON,CRIMINAL TRESPASS-STRUCT OTHER,90,1,90,90,90,,90,90,0,1,0,0,0,,0,0,PAS,
BARBARA J BUONO STANTON,ENDANGERING-ABUSE/NEGLECT OF A,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,PAS,
BARBARA J BUONO STANTON,ENDANGERING-DISTRIBUTION OF CH,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,PAS,
BARBARA J BUONO STANTON,FENCING-POSSESSION OF ALTERED,364,1,364,364,364,,364,364,0,1,0,0,0,,0,0,PAS,
BARBARA J BUONO STANTON,MANUF/DISTR CDS OR INTENT TO M,1303.42857142857,7,9124,2920,0,1189.55269704525,1460,0,11.1428571428571,7,78,48,0,17.8085051911399,0,0,PAS,
BARBARA J BUONO STANTON,OPERATE MV DURING LICENSE SUSP,180,1,180,180,180,,180,180,24,1,24,24,24,,24,24,PAS,
BARBARA J BUONO STANTON,"POSS CDS - < 50G MARIJUANA, 5G",180,1,180,180,180,,180,180,24,1,24,24,24,,24,24,PAS,
BARBARA J BUONO STANTON,"POSS CDS - > 50G MARIJUANA, 5G",0,1,0,0,0,,0,0,18,1,18,18,18,,18,18,PAS,
BARBARA J BUONO STANTON,POSS CDS-FAILS TO GIVE CDS TO,0,3,0,0,0,0,0,0,8,3,24,12,0,6.92820323027551,12,12,PAS,
BARBARA J BUONO STANTON,POSS CDS/ANALOG - SCHD I II II,231.486486486486,37,8565,1460,0,430.950926674026,0,0,16.8648648648649,37,624,60,0,13.1025064653934,18,12,PAS,
BARBARA J BUONO STANTON,POSS OF WEAPON FOR UNLAWFUL PU,420,3,1260,1260,0,727.461339178929,0,0,24,3,72,60,0,31.7490157327751,12,0,PAS,
BARBARA J BUONO STANTON,RECEIVING STOLEN PROPERTY-VALU,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,PAS,
BARBARA J BUONO STANTON,RECEIVNG STOLEN PROP-KNOW PROP,0,4,0,0,0,0,0,0,27,4,108,36,24,6,24,24,PAS,
BARBARA J BUONO STANTON,REGISTRATION OF SEX OFFENDERS-,0,1,0,0,0,,0,0,18,1,18,18,18,,18,18,PAS,
BARBARA J BUONO STANTON,RESIST ARR/ELUD-FLIGHT PREVENT,364,1,364,364,364,,364,364,24,1,24,24,24,,24,24,PAS,
BARBARA J BUONO STANTON,RESIST ARR/ELUD-MV OP- RISK OF,1277.5,2,2555,1460,1095,258.09397513309,1277.5,1095,0,2,0,0,0,0,0,0,PAS,
BARBARA J BUONO STANTON,ROBBERY-THREAT OR FEAR OF BI -,2372.5,2,4745,2920,1825,774.28192539927,2372.5,1825,0,2,0,0,0,0,0,0,PAS,
BARBARA J BUONO STANTON,SHOPLIFTING-CONCEAL MERCH-RETA,0,2,0,0,0,0,0,0,24,2,48,24,24,0,24,24,PAS,
BARBARA J BUONO STANTON,SHOPLIFTING-CONCEAL MERCHANDIS,0,2,0,0,0,0,0,0,24,2,48,36,12,16.9705627484771,24,12,PAS,
BARBARA J BUONO STANTON,SHOPLIFTING-TAKE MERCH W/OUT P,60,3,180,90,0,51.9615242270663,90,90,20,3,60,24,12,6.92820323027551,24,24,PAS,
BARBARA J BUONO STANTON,"SIMPLE ASSAULT-PURP/KNOW B.I.,",0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,PAS,
BARBARA J BUONO STANTON,SIMPLE ASSAULT-PURPOSELY/KNOWI,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,PAS,
BARBARA J BUONO STANTON,TERRORISTIC THREATS-THREAT TO,364,1,364,364,364,,364,364,60,1,60,60,60,,60,60,PAS,
BARBARA J BUONO STANTON,THEFT BY UNLAWFL TAKNG-MOVABLE,0,7,0,0,0,0,0,0,32.5714285714286,7,228,60,0,28.3246485289,36,60,PAS,
BARBARA J BUONO STANTON,UNLAWFUL POSS WEAP - OTHER WEA,182.5,2,365,365,0,258.09397513309,182.5,0,18,2,36,36,0,25.4558441227157,18,0,PAS,
BARBARA J BUONO STANTON,UNLAWFUL POSS WEAPON-HANDGUNS,1183.33333333333,6,7100,1825,0,670.109443797554,1177.5,1095,4,6,24,24,0,9.79795897113271,0,0,PAS,
BARBARA J BUONO STANTON,WANDERING/PROWLING TO OBTAIN/S,0,10,0,0,0,0,0,0,1.2,10,12,12,0,3.79473319220206,0,0,PAS,
BENJAMIN C TELSEY,AGG ASSAULT W/ FIREARM,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,GLO,
BENJAMIN C TELSEY,CERTAIN PERSONS NOT TO HAVE WE,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,GLO,
BENJAMIN C TELSEY,CONSPIRACY - AGREE/ENGAGE IN C,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,CUM,
BENJAMIN C TELSEY,CONTEMPT-VIOLATE JUDICIAL/REST,390,1,390,390,390,,390,390,0,1,0,0,0,,0,0,GLO,
BENJAMIN C TELSEY,OBSTRUCT ADMIN OF LAW-OBSTRUCT,365,1,365,365,365,,365,365,0,1,0,0,0,,0,0,CUM,
BENJAMIN C TELSEY,POSS CDS/ANALOG - SCHD I II II,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,CUM,
BENJAMIN C TELSEY,POSS OF A FIREARM WITH PURPOSE,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,GLO,
BENJAMIN C TELSEY,POSS OF WEAPON FOR UNLAWFUL PU,1216.66666666667,3,3650,1825,0,1053.66424127107,1825,1825,8,3,24,24,0,13.856406460551,0,0,"CUM, GLO",
BENJAMIN C TELSEY,RECEIVNG STOLEN PROP-KNOW PROP,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,CUM,
BENJAMIN C TELSEY,SHOPLIFTING-TAKE MERCH W/OUT P,360,1,360,360,360,,360,360,0,1,0,0,0,,0,0,GLO,
BENJAMIN C TELSEY,STALKING-STALKING IN VIOLATION,110,1,110,110,110,,110,110,60,1,60,60,60,,60,60,GLO,
BENJAMIN C TELSEY,THROWING BODILY FLUID AT LAW E,365,1,365,365,365,,365,365,0,1,0,0,0,,0,0,CUM,
BENJAMIN C TELSEY,UNLAWFUL POSS OF HANDGUN W/OUT,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,GLO,
BENJAMIN C TELSEY,UNLAWFUL POSS WEAP - OTHER WEA,365,1,365,365,365,,365,365,0,1,0,0,0,,0,0,CUM,
BENJAMIN C TELSEY,UNLAWFUL POSS WEAPON-HANDGUNS,1155.83333333333,12,13870,1825,0,878.117390509465,1825,1825,10,12,120,48,0,16.0453901621165,0,0,"CUM, GLO",
BENJAMIN C TELSEY,UNLAWFUL POSSESSION OF WEAPONS,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,CUM,
BENJAMIN PODOLNICK,UNLAWFUL POSS WEAP - OTHER WEA,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,ATL,
BENJAMIN S BUCCA,AGG ASSAULT - ON DOMESTIC VIOL,135.363636363636,11,1489,1095,0,336.283295073446,0,0,36,11,396,60,0,20.7846096908265,36,36,MID,
BENJAMIN S BUCCA,AGG ASSAULT - STRANGLE DOMESTI,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MID,
BENJAMIN S BUCCA,AGG ASSAULT W/ FIREARM,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,MID,
BENJAMIN S BUCCA,AGG ASSAULT-ATTEMPT/CAUSE BI W,552.5,6,3315,1825,0,852.242629771593,15,0,28,6,168,60,0,23.5966099260042,36,36,MID,
BENJAMIN S BUCCA,AGG ASSAULT-ATTEMPT/CAUSE SBI,1825,4,7300,2555,1095,666.395778297952,1825,1095,0,4,0,0,0,0,0,0,MID,
BENJAMIN S BUCCA,AGG ASSAULT-ATTEMPT/CAUSE SIGN,433.25,12,5199,1460,0,573.411184372642,45,0,21,12,252,60,0,21.1745988477618,24,0,MID,
